"Titulo"|"Valor"|"Id"|"Fecha"|"Propiedad"|"Subconcepto"|"Concepto"|"General"
"ZO ZOS Zeusonline                              "|21|3|"2024-05-30"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|3|8|"2024-05-30"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|19|11|"2024-05-30"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|7|3|"2024-05-31"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|20|3|"2024-05-31"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|4|8|"2024-05-31"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|29|11|"2024-05-31"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|9|3|"2024-06-01"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|17|3|"2024-06-01"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|4|8|"2024-06-01"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|1|9|"2024-06-01"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|29|11|"2024-06-01"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|6|3|"2024-06-02"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|12|3|"2024-06-02"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|4|8|"2024-06-02"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|1|9|"2024-06-02"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|37|11|"2024-06-02"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|4|3|"2024-06-03"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|7|3|"2024-06-03"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|4|8|"2024-06-03"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|3|9|"2024-06-03"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|42|11|"2024-06-03"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|13|3|"2024-06-04"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|13|3|"2024-06-04"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|4|8|"2024-06-04"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|30|11|"2024-06-04"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|20|3|"2024-06-05"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|15|3|"2024-06-05"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|5|8|"2024-06-05"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|20|11|"2024-06-05"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|14|3|"2024-06-06"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|14|3|"2024-06-06"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|3|8|"2024-06-06"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|29|11|"2024-06-06"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|5|3|"2024-06-07"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|18|3|"2024-06-07"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|3|8|"2024-06-07"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|34|11|"2024-06-07"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|8|3|"2024-06-08"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|22|3|"2024-06-08"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"House Use                                      "|1|6|"2024-06-08"|"Sites 45"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|3|8|"2024-06-08"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|26|11|"2024-06-08"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|5|3|"2024-06-09"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|25|3|"2024-06-09"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|3|8|"2024-06-09"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|27|11|"2024-06-09"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|8|3|"2024-06-10"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|17|3|"2024-06-10"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|3|8|"2024-06-10"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|32|11|"2024-06-10"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|13|3|"2024-06-11"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|12|3|"2024-06-11"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|1|7|"2024-06-11"|"Sites 45"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|2|8|"2024-06-11"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|32|11|"2024-06-11"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|19|3|"2024-06-12"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|12|3|"2024-06-12"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|3|8|"2024-06-12"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|26|11|"2024-06-12"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|16|3|"2024-06-13"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|16|3|"2024-06-13"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|3|8|"2024-06-13"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|25|11|"2024-06-13"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|8|3|"2024-06-14"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|19|3|"2024-06-14"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|1|8|"2024-06-14"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|1|9|"2024-06-14"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|31|11|"2024-06-14"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|6|3|"2024-06-15"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|16|3|"2024-06-15"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|1|8|"2024-06-15"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|2|9|"2024-06-15"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|35|11|"2024-06-15"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|7|3|"2024-06-16"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|19|3|"2024-06-16"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|1|8|"2024-06-16"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|2|9|"2024-06-16"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|31|11|"2024-06-16"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|12|3|"2024-06-17"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|20|3|"2024-06-17"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|1|8|"2024-06-17"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|2|9|"2024-06-17"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|25|11|"2024-06-17"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|12|3|"2024-06-18"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|21|3|"2024-06-18"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|2|8|"2024-06-18"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|25|11|"2024-06-18"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|20|3|"2024-06-19"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|25|3|"2024-06-19"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|2|8|"2024-06-19"|"Sites 45"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|13|11|"2024-06-19"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|33|3|"2024-06-20"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas de agencias online BOOKING, EX"|4|3|"2024-06-20"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"ZO ZOS Zeusonline                              "|19|3|"2024-06-20"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Desocupadas                                    "|4|11|"2024-06-20"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"Segmentación No Definida                       "|15|3|"2024-06-21"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
